Name,Authors,Summary,Rating,Learners,Picture,Link,Category
Как стать блогером,NEКУРСЫ Организованное самообучение,"ПРЕМИАЛЬНАЯ ПРОГРАММА САМООБУЧЕНИЯ И САМОРАЗВИТИЯ Сможете создать свой уникальный экспертный блог и монетизировать. Определите свой потенциал развития и найдете свою нишу. Научитесь писать красиво, системно и грамотно. Станете блогером, который строит свой бренд на знаниях, эрудиции, экспертности и фирменном стиле. Блогером, который несет ответственность за свой контент и за… Ещё",5.0,28,https://cdn.stepik.net/media/cache/images/courses/181424/cover_aXnK5cT/74e433f268cbaab7616a88d6f2aa5d09.png,https://stepik.org/course/181424?search=7087593693,Маркетинг и продажи
"""Wildberries: Секреты Успешного Старта""",Малышев Артём,"🔥🔥Промокод WB_2025 на скидку в 50%🔥🔥 Курс который легко позволит выйти вам на крупнейший рынок онлайн-продаж. Никакой воды, только конкретные последовательные действия от самого начала до стабильного дохода. Секреты успешных продаж: от выбора продукта до грамотного ценообразования. Эффективные маркетинговые стратегии: как продвигать свой магазин и привлекать клиентов.… Ещё",5.0,8,https://cdn.stepik.net/media/cache/images/courses/205780/cover_xkZUY5D/eef1b58a2990ec71c7b9a0877973dfce.png,https://stepik.org/course/205780?search=7087593694,Маркетинг и продажи
Маркетинг: от основ до продвинутых стратегий,,"Добро пожаловать на полный теоретический курс по маркетингу! Этот курс предназначен для всех, кто хочет глубже понять маркетинг и научиться применять его на практике. В рамках курса вы изучите основы маркетинга, научитесь разрабатывать и реализовывать маркетинговые стратегии, анализировать рыночные тренды и целевую аудиторию, а также оценивать эффективность маркетинговых… Ещё",5.0,185,https://cdn.stepik.net/media/cache/images/courses/225854/cover_6n7RmFg/1a71e6c0a8d552864f290c3fd7edd8d3.webp,https://stepik.org/course/225854?search=7087593695,Маркетинг и продажи
Авито с нуля до профи | Для собственников бизнеса и авитологов,Ермолаева Вера,"Курс предназначен для тех, кто хочет разобраться в профессиональных инструментах Авито. Регулярные обновление материалов. Если для вас авито не просто барахолка, а инструмент для заработка денег - то с курсом вы сможете использовать Авито для любых целей. Подробно в курсе разбираем фундаментальные блоки и дадим новые стратегии, проверенные на практике в агентстве.",5.0,22,https://cdn.stepik.net/media/cache/images/courses/211961/cover_IUTkRHM/889f21fed12f7957c85045a2369225fd.jpg,https://stepik.org/course/211961?search=7087593696,Маркетинг и продажи
Основы маркетинга,Мастерская маркетинга,"Привет! Ваш путь в интернет-маркетинг начинается здесь. Мы создали этот курс для тех, кто, как и мы когда-то, ищет себя и хочет по-настоящему любить свою работу. Интернет-маркетинг – это огромная и динамичная сфера, в которой уже сейчас есть множество специализаций. Цель курса – помочь вам найти себя в этом разнообразии и понять, в каком направлении развиваться.… Ещё",5.0,4,https://cdn.stepik.net/media/cache/images/courses/230348/cover_5caFfLP/ad59a84176499cd5a1caa2a4e7a13f57.png,https://stepik.org/course/230348?search=7087593697,Маркетинг и продажи
Контент-менеджер,Дарья Крюкова,"Освой востребованную профессию контент-менеджера и научись создавать, продвигать и анализировать контент для соцсетей, блогов и сайтов! Ты узнаешь, как разрабатывать контент-стратегию, работать с текстами, визуалом, видео, SEO и аналитикой. Практические задания, тесты и реальный опыт помогут тебе выйти на фриланс, устроиться в агентство или развить личный бренд. Начни… Ещё",5.0,15,https://cdn.stepik.net/media/cache/images/courses/231555/cover_e5dHY5g/56c67dd0fb626167800ce83ecd7807fb.png,https://stepik.org/course/231555?search=7087593698,Маркетинг и продажи
"Профессия ""КАТЕГОРИЙНЫЙ МЕНЕДЖЕР""",Екатерина Бузукова,"Кто такой категорийный менеджер в розничной компании, его отличие от закупщика, маркетолога и логиста. Про мотивацию и функционал, карьеру и ошибки. Оригинальная информация из первых рук от эксперта с возможностью продолжения обучения",5.0,2,https://cdn.stepik.net/media/cache/images/courses/231905/cover_G6so26f/14df131206fb37e007459fbfd1769dce.png,https://stepik.org/course/231905?search=7087593699,Маркетинг и продажи
"""OZON: Секреты Успешного Старта""",Малышев Артём,"🔥🔥Промокод OZON_2025 на скидку в 40%🔥🔥 Повышайте свои продажи на OZON с нашим эксклюзивным курсом! Освойте эффективные стратегии, которые помогут вам выделиться среди конкурентов, привлечь больше покупателей и увеличить доход. Практические кейсы, пошаговые инструкции и инсайты от экспертов — всё, что нужно для успешной торговли на одной из крупнейших онлайн-платформ… Ещё",5.0,2,https://cdn.stepik.net/media/cache/images/courses/211051/cover_X1DVBT4/968b30068f74024bf58977732a3c672e.png,https://stepik.org/course/211051?search=7087593700,Маркетинг и продажи
"Основы SMM ВКонтакте без ""воды"" с нуля до специалиста",Владислава Шлепцова,"Данный курс посвящён изучению основ SMM ВКонтакте. Рассмотрим механизмы создания, ведения и продвижения бизнес страницы. Здесь не будет лишней информации. Весь материал тщательно проработан. Мы ценим Ваше время!",5.0,454,https://cdn.stepik.net/media/cache/images/courses/115018/cover_2pHpRcf/11ab681f09f1df98cc47e9c5ad25d47c.png,https://stepik.org/course/115018?search=7087593701,Маркетинг и продажи
Бизнес на Wildberries с нуля. Основы профессии: Аккаунт-менеджер,Владислава Шлепцова,"Данный курс посвящён изучению профессии: ""Аккаунт-менеджер"", а также разбору основных моментов по запуску бизнеса на Wildberries с нуля. Научимся работать в кабинете продавца и сервисах аналитики, подбирать нишу и товар, рассчитывать юнит - экономику и т.д. Вы получите много бесплатных бонусов. Здесь не будет лишней информации. Весь материал тщательно проработан. Мы ценим Ваше… Ещё",5.0,213,https://cdn.stepik.net/media/cache/images/courses/108478/cover_d9llNpK/bf0b4712c86792d20106dc76a684daa4.png,https://stepik.org/course/108478?search=7087593702,Маркетинг и продажи
Как заработать на нейросетях: создание текстов,NEКУРСЫ Организованное самообучение,"Премьера от NEКУРСЫ! Поймай волну и успей научиться зарабатывать на нейросетях до того, как это сделают другие! Программа подойдет как копирайтерам, так и тем, кто только хочет начать зарабатывать при помощи текстов. Создавай тексты любых стилей и форматов при помощи искусственного интеллекта. Самые популярные зарубежные нейросети и их российские аналоги. Уникальная программа… Ещё",5.0,32,https://cdn.stepik.net/media/cache/images/courses/193509/cover_D2sR6gE/5e0c8c730ea741bec9382ed8803a3cf3.jpg,https://stepik.org/course/193509?search=7087593703,Маркетинг и продажи
Строим карьеру на Wildberries и Ozon в 2025 году,Евгений Новиков,"Курс поможет выстроить карьеру специалистам по работе с маркетплейсами Wildberries, Ozon и Яндекс Маркет разного уровня. Рассмотрим разные карьерные траектории, познакомимся с понятием личного бренда. Научимся работать с воронкой поиска работы, составлять резюме и сопроводительное письмо, решать тестовые задания и эффективно искать работу на hh.ru.",5.0,5,https://cdn.stepik.net/media/cache/images/courses/226431/cover_ilbDTMy/680690192d2ce262ac0902c5596d9d06.jpg,https://stepik.org/course/226431?search=7087593704,Маркетинг и продажи
ТОВАРНЫЙ КЛАССИФИКАТОР И АНАЛИЗ КАТЕГОРИИ,Екатерина Бузукова,"Все об управлении категорией и классификатором, СТМ, новинки, ошибки и тонкости. Оригинальная информация из первых рук от эксперта с возможностью продолжения обучения",5.0,1,https://cdn.stepik.net/media/cache/images/courses/237007/cover_9cKsiBX/f5908514b194b389d1c28bce9eb17a78.bmp,https://stepik.org/course/237007?search=7087593705,Маркетинг и продажи
Первые шаги на Ozon: руководство для начинающих продавцов,Дарья Крюкова,"Присоединяйтесь к нашему курсу и узнайте, как эффективно продавать на Ozon! Мы подробно объясним все этапы — от регистрации и настройки аккаунта до маркетинга и логистики. Получите практические знания, примеры, чек-листы и пошаговые инструкции. За короткое время освоите важнейшие инструменты для успешных продаж на крупнейшей торговой площадке. Начните зарабатывать с Ozon уже… Ещё",5.0,17,https://cdn.stepik.net/media/cache/images/courses/223982/cover_EGpBmvy/93e83d76120fd7c75e95df622e122edd.png,https://stepik.org/course/223982?search=7087593706,Маркетинг и продажи
Слово маркетолога. ТЕКСТология,Ксения О.,"Добро пожаловать на мою серию мини-курсов по маркетингу. Блок ""ТЕКСТология"" является достаточно важным в ведении болга и продвижении в социальных сетях, поэтому очень важно презентовать себя аудитории грамотно и профессионально.",5.0,6,https://cdn.stepik.net/media/cache/images/courses/213657/cover_l0qiItD/890dee3b1f63875a3c2564ade2611cd0.jpg,https://stepik.org/course/213657?search=7087593707,Маркетинг и продажи
Слово маркетолога. Стратегия нарасхват,Ксения О.,"Добро пожаловать на мою серию мини-курсов по маркетингу. Блок ""Стратегия продвижения"" является одним из самых важных, по той причине, что она дает алгоритм продвижения, что упрощает его в последствии.",5.0,8,https://cdn.stepik.net/media/cache/images/courses/213660/cover_z8EbjYk/dc9772a5d81396e5babcc113d07a09bb.jpg,https://stepik.org/course/213660?search=7087593708,Маркетинг и продажи
Маркетплейсы. Финансы и аналитика продаж,Александр Голутвин,"Если вы здесь, то вам интересно изучить тему финансов для успешной работы на маркетплейсах. Данный курс позволит вам на 100% разобраться с темой финансов, налогов и аналитики продаж на маркетплейсах.",5.0,53,https://cdn.stepik.net/media/cache/images/courses/202078/cover_VngqUZY/9ca1bdcbce8280bad4a97dcf22f0a122.jpg,https://stepik.org/course/202078?search=7087593709,Маркетинг и продажи
Нейросети для маркетплейсов,Юлия Горская,"Вы освоите 10 нейросетей, которые сможете попробовать бесплатно! Вы получите востребованные навыки и сможете их монетизировать. Этот курс - ваш ключ к успешным продажам!",5.0,28,https://cdn.stepik.net/media/cache/images/courses/206759/cover_JhYWnqY/083c3eb367799ab3bae1f79d65b78e1d.jpg,https://stepik.org/course/206759?search=7087593710,Маркетинг и продажи
Маркетплейсы. Курс 7. Работа в кабинете продавца Ozon.,Анастасия Эджингтон,"В этом курсе мы познакомимся с функционалом личного кабинета. Узнаем, как пройти регистрацию продавца Ozon. Выполним необходимые настройки для начала работы. Узнаем нужно ли для продажи товаров подключать ЭДО и как загружать карточки товаров вручную и массово. Узнаем, где взять штрихкод товара. Научимся делать поставки товаров на склад Ozon и обрабатывать заказы при продаже… Ещё",5.0,183,https://cdn.stepik.net/media/cache/images/courses/132209/cover_2bpvJD9/bf0fc560a761e61ce6bbdc207731ed2b.png,https://stepik.org/course/132209?search=7087593711,Маркетинг и продажи
Маркетплейсы. Курс 3. Работа с поставщиками товаров. Документы.,Анастасия Эджингтон,"В этом курсе мы рассмотрим особенности работы с поставщиками товаров для продавца, как их найти и проверить их добросовестность. Как нужно подтверждать безопасность товаров. Зачем нужен сертификат, декларация соответствия, когда достаточно отказного письма. Рассмотрим этапы таможенного оформления товаров. Поговорим о брендах, как их регистрировать и какие документы понадобятся… Ещё",5.0,212,https://cdn.stepik.net/media/cache/images/courses/127256/cover_NNUF7Gq/a018f85300da1c03e9b12d5e936b0311.png,https://stepik.org/course/127256?search=7087593712,Маркетинг и продажи
Маркетплейсы. Курс 4. Логистика маркетплейсов.,Анастасия Эджингтон,"В этом курсе мы поговорим о логистике и о схемах работы на маркетплейсе. Разберем отличия, плюсы и минусы. Поговорим о том, как подбирать склад для продавца. Изучим правила хранения и транспортировки разных товаров. И конечно рассмотрим алгоритм поставок на склад маркетплейса и схему обработки заказов при продаже со склада продавца.",5.0,197,https://cdn.stepik.net/media/cache/images/courses/132205/cover_R1RxgqC/b0f1f5b8a9c878538ba7bc59e9303504.png,https://stepik.org/course/132205?search=7087593713,Маркетинг и продажи
"Маркетплейсы. Курс 5. Unit-экономика, бюджетирование проекта.",Анастасия Эджингтон,В этом курсе мы рассмотрим финансовые условия работы на маркетплейсах. Сравним условия размещения товаров. Научимся рассчитывать бизнес-unit товара. Научимся делать расчет цены для продажи товаров собственного производства и товаров для перепродажи. Составим бюджет проекта по выходу на маркетплейс.,5.0,214,https://cdn.stepik.net/media/cache/images/courses/132206/cover_uYdnPmt/f0079e0bbdd500c68aadeeaff96c52d1.png,https://stepik.org/course/132206?search=7087593714,Маркетинг и продажи
Маркетплейсы. Курс 6. Работа в кабинете продавца Wildberries.,Анастасия Эджингтон,"В этом курсе мы познакомимся с функционалом личного кабинета. Узнаем, как пройти регистрацию кабинета продавца. Выполним необходимы настройки для начала работы. Узнаем нужен ли для продажи товаров подключать ЭДО, и как загружать карточки товаров вручную и массово. Узнаем, где взять штрихкод товара. Научимся делать поставки товаров на склад МП и обрабатывать сборочные задания… Ещё",5.0,192,https://cdn.stepik.net/media/cache/images/courses/132208/cover_mGX8awA/f59a0bbbc53a586cb2028521c9b0a290.png,https://stepik.org/course/132208?search=7087593715,Маркетинг и продажи
SMM: основы,NEКУРСЫ Организованное самообучение,"Премьера новой программы самообучения - “SMM: основы”. Для основной профессии, подработки или продвижения своего бизнеса или канала! Вы научитесь создавать и продвигать контент, привлекать и удерживать аудиторию, а также эффективно взаимодействовать с клиентами. Изучите стратегии продвижения, методы анализа конкурентов и секреты успешного ведения соцсетей. Новый формат на… Ещё",5.0,9,https://cdn.stepik.net/media/cache/images/courses/220567/cover_646SE5t/cebe42b8e37b907dddaf0e2bac88fe42.png,https://stepik.org/course/220567?search=7087593716,Маркетинг и продажи
VK-Бустер: Эффективное продвижение во ВКонтакте в 2025 году,"Дарья Крюкова, Дарья Крюкова","Курс «VK-Бустер: Эффективное продвижение во ВКонтакте в 2024 году» научит вас использовать возможности платформы для развития бизнеса и личного бренда. Вы освоите оформление профилей, создание вовлекающего контента, настройку рекламы и анализ ее эффективности. Узнаете актуальные тренды, инструменты автоматизации, стратегии работы с аудиторией. Идеально для предпринимателей,… Ещё",5.0,23,https://cdn.stepik.net/media/cache/images/courses/223323/cover_GOaS7Dz/e6e629c847ca7af747eb0fb8125a2674.webp,https://stepik.org/course/223323?search=7087593717,Маркетинг и продажи
Нейросети в SMM и маркетинге,Владислава Шлепцова,"Дорогие друзья! Рада приветствовать Вас на курсе ""Нейросети в SMM и маркетинге"". В ходе обучения мы освоим создание промтов для ChatGPT, а также научимся генерировать изображения, видео и создадим нейрофотосессию. Весь материал будет представлен без лишней информации и""воды"". Каждая тема тщательно проработана. На протяжении всего курса Вы получите пошаговые инструкции и… Ещё",5.0,18,https://cdn.stepik.net/media/cache/images/courses/201230/cover_u6jO3zO/bf860fe1ce74bd0a61f347050742f81d.png,https://stepik.org/course/201230?search=7087593718,Маркетинг и продажи
Основы крупных продаж в B2B и B2C,Likwid Tech,"В курсе собраны основные инструменты крупных продаж, которые работают на практике. Вы узнаете про весь процесс работы с потенциальными клиентами: от поиска до закрытия и сервиса",5.0,124,https://cdn.stepik.net/media/cache/images/courses/91290/cover_uovjfnI/a067a7dfaf4bd9fc13fd05b59293fd8d.png,https://stepik.org/course/91290?search=7087593719,Маркетинг и продажи
Простой дашборд DataLens для Tg Ads за 15 минут,Игорь Приходько,"Создавайте красивые дашборды для своих проектов. Увеличивайте эффективность и производительность себя и своей команды. Этот курс не нужно будет планировать на выходные, так как он длится всего около 15 минут.",5.0,265,https://cdn.stepik.net/media/cache/images/courses/229035/cover_CCvHhM4/3753b7ed2b56aa34591e7fc26baee0fa.jpg,https://stepik.org/course/229035?search=7087593720,Маркетинг и продажи
Нейросети: практические навыки,Юлия Горская,"Погрузитесь в удивительный мир нейросетей с нашим онлайн-курсом! Этот курс идеально подходит как для новичков, так и для тех, кто хочет расширить свои знания в области искусственного интеллекта и применять его в повседневной жизни и работе",5.0,2,https://cdn.stepik.net/media/cache/images/courses/223870/cover_z88KJxT/53971b4b3ae893d1a3c7609aa53a2cbb.png,https://stepik.org/course/223870?search=7087593721,Маркетинг и продажи
"ЦЕНООБРАЗОВАНИЕ В РОЗНИЦЕ. Цикл ""Категорийный менеджмент""",Екатерина Бузукова,"Полный курс о ценообразовании в рознице максимально просто и практично. Нормальным языком про безубыточность, эластичность, логистический коэффициент, рентабельность, расчёт скидок и приёмы работы с ценой, динамическое ценообразование. Как выстроить политику ценообразования и настроить ценообразование в компании, что бы не терять прибыль. Бонус - Глоссарий. Авторский курс для… Ещё",5.0,2,https://cdn.stepik.net/media/cache/images/courses/233654/cover_49Uip53/5dc46a190cccfba3fc9ec656478e5d8d.bmp,https://stepik.org/course/233654?search=7087593722,Маркетинг и продажи
Маркетплейсы. Курс 1. Маркетплейсы в России.,"Анастасия Эджингтон, Лизавета Ржевская","В этом курсе мы разберем, что такое маркетплейсы, их виды, поговорим о преимуществах и недостатках. Узнаем какими компетенциями и знаниями нужно обладать для работы. Поговорим о том, кто продает и кто покупает товары на маркетплейсе. Нам важно уметь делать конкурентный анализ и знать свою целевую аудиторию. Поговорим об ответственности маркетплейса перед покупателем и… Ещё",5.0,295,https://cdn.stepik.net/media/cache/images/courses/132204/cover_CzkyQEy/9b5ea167e7376a9e53da884f4ce59df6.png,https://stepik.org/course/132204?search=7087593723,Маркетинг и продажи
"Взрывные REELS: рилсы с нуля — легко, стильно, ярко! Подробно!",Карпов и Партнеры,"Я научу вас быстрому и эффективному способу создания качественных рилсов! В курсе вы освоите передовые методы редактирования. Научитесь использовать искусственный интеллект, который автоматизирует рутинные процессы. Лучшая подача материала в легких форматах. Вы влюбитесь в этот курс! Это маркетинг в соц-сетях!",5.0,51,https://cdn.stepik.net/media/cache/images/courses/229856/cover_3zYJp7R/8878216d49300bdc67794f432aa53615.png,https://stepik.org/course/229856?search=7087593724,Маркетинг и продажи
Пользователь Битрикс24,Карпов и Партнеры,"Курс ""Пользователь Битрикс24"" предназначен для тех, кто только начинает свое знакомство с CRM Битрикс24. В ходе курса обучающиеся ознакомятся с основными функциональными возможностями CRM Битрикс24 и научатся эффективно использовать ее в своей работе. Темы, которые освящены в курсе: - Лиды; - Сделки; - Задачи; - Проекты; - Новости; - Документы; - Коммуникация.",4.9,1200,https://cdn.stepik.net/media/cache/images/courses/192205/cover_tduG2R4/57ea6ba7d0333a56af5b4d33081d3448.jpg,https://stepik.org/course/192205?search=7087593725,Маркетинг и продажи
Категорийный менеджмент СТАРТ,Екатерина Бузукова,"Главное об управлении ассортиментом. Категорийный менеджмент - главные принципы, кто такой категорийный менеджер, основной алгоритм управления ассортиментом. Самые основы без воды. Оригинальная информация из первых рук от эксперта с возможностью продолжения обучения",5.0,63,https://cdn.stepik.net/media/cache/images/courses/231582/cover_w7N5kI8/7a0f8a1b73a770cc5f11fb66c1df12df.jpg,https://stepik.org/course/231582?search=7087593726,Маркетинг и продажи
"Пакет курсов: Основы SMM в Instagram* + Reels ""от А до Я""",Владислава Шлепцова,"В этом пакете из ДВУХ курсов Вы найдёте все необходимые инструменты и механизмы для создания, ведения и продвижения аккаунта. А также научитесь планировать, снимать, монтировать качественные и интересные Reels. Здесь не будет лишней информации. Весь материал тщательно проработан. Мы ценим Ваше время! Цена на пакет курсов ниже на 20%, чем если бы Вы приобретали курсы отдельно.",5.0,161,https://cdn.stepik.net/media/cache/images/courses/185982/cover_YPyVNvO/bdce9d9c0858c71372d7af9befdb9695.png,https://stepik.org/course/185982?search=7087593727,Маркетинг и продажи
"Продвижение в социальных сетях с помощью Reels ""от А до Я""",Владислава Шлепцова,"Данный курс посвящён изучению основ рилсмейкинга. Научимся планировать, снимать, монтировать качественные и интересные Reels. Здесь не будет лишней информации. Весь материал тщательно проработан. Мы ценим Ваше время!",5.0,695,https://cdn.stepik.net/media/cache/images/courses/125125/cover_WO7M1Hq/64b3d5a858b085062da0aa0767682093.png,https://stepik.org/course/125125?search=7087593728,Маркетинг и продажи
"Основы SMM в Instagram* без ""воды"" для начинающих 2.0 (обновлён)",Владислава Шлепцова,"Данный курс посвящён изучению основ SMM в Instagram*. Рассмотрим механизмы создания, ведения и продвижения аккаунта. Здесь не будет лишней информации. Весь материал тщательно проработан. Мы ценим Ваше время!",4.9,687,https://cdn.stepik.net/media/cache/images/courses/101753/cover_UM1Qwp8/609596ed3192cc90a8618450030ade5d.png,https://stepik.org/course/101753?search=7087593729,Маркетинг и продажи
"Маркетплейсы. Курс 2. Аналитика ниши, товаров и конкурентов.","Анастасия Эджингтон, Лизавета Ржевская","Курс для тех, кто хочет узнать: что такое маркетинговая аналитика на маркетплейсе, как оградить себя от ошибочного выхода в высококонкурентные ниши, по каким принципам нужно выбирать товары для запуска продажи, как проанализировать свою целевую аудиторию и как создавать для покупателя уникальное торговое предложение.",4.9,296,https://cdn.stepik.net/media/cache/images/courses/132203/cover_ZvXpVVL/1e55bf61259be23e75e785a02bbcdc50.png,https://stepik.org/course/132203?search=7087593730,Маркетинг и продажи
Телефонные продажи,Владимир Петухов,"В данном курсе мы рассматриваем продажу дорогих товаров, которые сложно продать по телефону, соответственно акцент мы будем делать на договоренностях на встречу. Мы узнаем как правильно договариваться на встречу, на примере продажи автомобилей - не пугайся, в других сферах дела обстоят аналогично, автомобили нам для конкретных примеров.",4.9,204,https://cdn.stepik.net/media/cache/images/courses/171831/cover_UfMcXWb/f9bbefa8203f460e904a7894cae46aa5.jpg,https://stepik.org/course/171831?search=7087593731,Маркетинг и продажи
Маркетплейсы. Курс 8. Создание продающей карточки товара.,Анастасия Эджингтон,"В этом модуле мы поговорим о контентной воронке и конверсии покупку. О том, как правильно выбирать категорию товара, создавать инфографику и делать Seo оптимизацию текстовых полей карточки. Разберем как сделать Rich-контент для Ozon и видео распаковки товара. Обсудим все вопросы, которые касаются контента на маркетплейсе.",4.8,225,https://cdn.stepik.net/media/cache/images/courses/132210/cover_615iW4h/a21a8435a8dee8e4859a6bc32db13a44.png,https://stepik.org/course/132210?search=7087593732,Маркетинг и продажи
Международные туристские организации,Олег Евгеньевич Афанасьев,"Курс посвящен изучению роли международных туристских организаций (МТО) в мировой туриндустрии, которых на сегодняшний день насчитывается более 400. В ходе изучения курса Вы узнаете о типах, видах, целях и задачах функционирования важнейших МТО, стратегиях их формирования и развития, процессах международной интеграции в мировой туристской индустрии. В курсе подробно… Ещё",4.8,19,https://cdn.stepik.net/media/cache/images/courses/132917/cover_Ie9pZds/f4ae7096765e261b9556920dd1761c04.png,https://stepik.org/course/132917?search=7087593733,Маркетинг и продажи
Внедрение CRM Битрикс24 без программиста,Сергей Шинкарский,"Курс поможет избежать типичных ошибок при внедрении CRM. Курс состоит из 30 видеоуроков по 5–7 минут. В каждом уроке - правдивые кейсы и советы экспертов, основанные на опыте. Задания в конце занятий - чтобы сразу применить новые знания на практике.",4.8,972,https://cdn.stepik.net/media/cache/images/courses/182546/cover_zdZXtLj/bd81aa18a1b1e38786a4df4ee835d83a.png,https://stepik.org/course/182546?search=7087593734,Маркетинг и продажи
Power bi и язык DAX. Базовый уровень. Упор на маркетинг и ecom,Павел Лялин,"Ознакомьтесь с инструментами визуализации данных дешевле бизнес-ланча! Вас ждет практика, кейсы! Курс краткий, однако достаточен, чтобы освоить азы. Полагаю, вам понравится курс, иначе гарантированно вернем деньги!",4.8,1200,https://cdn.stepik.net/media/cache/images/courses/111236/cover_pkoQ4CO/eedad2cb8a4e609328ba7edc8c5c16c4.png,https://stepik.org/course/111236?search=7087593735,Маркетинг и продажи
Маркетплейсы,Анастасия Эджингтон,"На курсе вы получите основные навыки, чтобы работать на маркетплейсе: загружать карточки товаров, контролировать поставки, анализировать продажи и находить способы, чтобы они росли. Вы изучите все этапы работы: от анализа рынка и запуска магазина до управления продажами.",4.3,163,https://cdn.stepik.net/media/cache/images/courses/180887/cover_mcKdUeI/6ec3bcbdf8fcb438d612ffcd331d9710.png,https://stepik.org/course/180887?search=7087593736,Маркетинг и продажи
Технология продаж - просто о сложном,Владимир Петухов,"В курсе продаж ты научишься системным и эффективным продажам. Мы рассмотрим, кто такой менеджер, как продавать грамотно, как увеличить объем продаж и применить технологии продаж на практике. Опираясь на мой опыт и опыт моих сотрудников, ты получаешь не просто знания, а реальную базу для стабильного успеха.",4.8,146,https://cdn.stepik.net/media/cache/images/courses/134180/cover_rptZ995/5b1560fba8545e72424810d43faab9a6.jpg,https://stepik.org/course/134180?search=7087593737,Маркетинг и продажи
Управление продажами. Основы.,Глеб Григорович,"Вводный курс в управление продажами. Затрагивает базовую терминологию и азы. Подойдет тем, кто хочет вырасти из продавца в руководителя отдела продаж, навести порядок в продажах внутри свего бизнеса или тем, кто просто хочет говорить с продавцами на одном языке.",4.7,1000,https://cdn.stepik.net/media/cache/images/courses/78233/cover_xBMr0rw/f4c0ded493723af7a860c03aa4fc0018.png,https://stepik.org/course/78233?search=7087593738,Маркетинг и продажи
ТОП-3 профессии в Instagram*: копирайтер|сторисмейкер|таргетолог,Владислава Шлепцова,"В данном курсе рассмотрим самые востребованные профессии в Instagram*: копирайтер, сторисмейкер, таргетолог. Разберём основные моменты работы по каждой профессии — от обязанностей до поиска клиентов. Здесь не будет лишней информации. Весь материал тщательно проработан. Мы ценим Ваше время!",4.7,73,https://cdn.stepik.net/media/cache/images/courses/108569/cover_5Emay0Y/4e2e776423ed48371684f985a7a071e1.png,https://stepik.org/course/108569?search=7087593739,Маркетинг и продажи
Менеджер по работе с блогерами: Influence Marketing Manager,Ксения О.,"Присоединяйтесь к курсу по закупке рекламы, который поможет вам стать частью сообщества удаленных профессий и освойте навыки, которые привнесут в вашу жизнь колоссальный пласт знаний и опыта.",4.7,30,https://cdn.stepik.net/media/cache/images/courses/183775/cover_eSUM1VF/b6913eb7378e0c2eb40b21ca1cff1605.jpg,https://stepik.org/course/183775?search=7087593740,Маркетинг и продажи
Основы SMM в Телеграм: пошаговое руководство без воды,Анжелина Логинова,"Разберетесь с телеграмом раз и навсегда - как писать тексты, искать заказчиков, создать блог, набрать первую сотню подписчиков бесплатно, продвигаться бесплатно, платно, как найти работу без блога",4.7,67,https://cdn.stepik.net/media/cache/images/courses/116080/cover_JK8k1bk/f58e24ca656fe95fac718d609e79adb8.jpg,https://stepik.org/course/116080?search=7087593741,Маркетинг и продажи
"Курс для начинающих предпринимателей ""Своё дело"".","Александр, Валерия Качулина","Хотите начать свой бизнес, но не знаете, с чего начать? Этот курс - идеальный старт для вас. Вы узнаете основы предпринимательства, как найти и проверить бизнес-идею, разработать бизнес-план и привлечь клиентов.",4.6,128,https://cdn.stepik.net/media/cache/images/courses/139264/cover_l6AqgQx/f067a07538c8e0ff56c437c5b84f3525.png,https://stepik.org/course/139264?search=7087593742,Маркетинг и продажи
ASO основы оптимизации для Google Play и App Store,TechTutors Team,"Наш курс по ASO оптимизации приложений поможет вам освоить основы текстовой и визуальной оптимизации для iOS и Android приложений. Он предназначен для разработчиков, маркетологов и будущих ASO специалистов. За 8 уроков вы освоите основы оптимизации приложений для Google Play и App Store.",4.5,27,https://cdn.stepik.net/media/cache/images/courses/185704/cover_yJFbkQY/1868ef865ce6b4cb4433490bd92cac5c.png,https://stepik.org/course/185704?search=7087593743,Маркетинг и продажи
Маркетплейсы. Курс 9. Продвижение товаров на маркетплейсе.,Анастасия Эджингтон,"Преимущества работы с инструментами продвижения на маркетплейсах в том, что результат виден практически сразу. Поправили описание карточки товара — выросли продажи. Вложили деньги в отзывы — получили первые отзывы — увидели резкий рост продаж. На маркетплейсах товары и магазины продвигаются с помощью совокупности факторов. В этом курсе мы разберёмся подробно во всех тонкостях… Ещё",4.5,183,https://cdn.stepik.net/media/cache/images/courses/132211/cover_pJeM05B/38d9376470d011ec7acf82fd11cc39ae.png,https://stepik.org/course/132211?search=7087593744,Маркетинг и продажи
